Race,Age,Is English your native language?,Gender,What hand do you use to write with?,How the participant came to the test - based on HTTP Referer,Participant's technical location - ISO country code,Individual Extraversion Score,Individual Neuroticism Score,Individual Agreeableness Score,Individual Conscientiousness Score,Individual Openness Score
Caucasian (Indian),53,No,Male,Right,From another page on the test website,India,2.7,1.9,4.4,3.1,3.9
Caucasian (Middle East),53,No,Male,Right,From another page on the test website,Kuwait,2.8,4.2,4.4,4.1,4.5
"Caucasian (North African, Other)",53,Yes,Female,Right,"From any url with "".edu"" in its domain name",United States,4.3,2.9,4.1,3.6,3
Native American,53,Yes,Female,Right,Other source,United States,4.1,2,4.8,4.5,3.8
Native American,53,Yes,Female,Right,From Google,United States,2.9,3.1,4.4,4.5,2.9
Native American,53,No,Male,Right,From another page on the test website,United States,4.2,2.4,4.8,4.4,3.7
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",53,No,Female,Right,From another page on the test website,Singapore,2.2,2.7,3.7,3.6,2.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",53,Yes,Female,Right,From another page on the test website,United States,2.4,3.3,4.3,3.4,3.9
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",53,No,Male,Left,From another page on the test website,Indonesia,2,1.8,3.3,3.5,3.7
"West African, Bushmen, Ethiopian",53,Yes,Female,Right,From another page on the test website,Nigeria,4.6,3,4.2,2.2,2.8
Other,53,No,Female,Right,Other source,United States,2.7,2.8,4.4,3.4,4.7
Other,53,Yes,Female,Right,Other source,United States,3.4,2.2,3.9,3.8,3.8
Other,53,Yes,Female,Right,From Facebook,United States,2.9,4.1,3.7,3.7,3.4
Other,53,Yes,Female,Right,From Google,United States,4.1,3.3,4,4.3,2.9
Other,53,Yes,Female,Right,From Google,United States,4.7,1,4.4,3,4.4
Other,53,Yes,Male,Left,From Google,United States,4.7,1.4,4.6,3.2,4.3
Other,53,No,Male,Right,From Google,United States,1.4,2.3,4.3,3.1,3.1
Other,53,Yes,Male,Right,From Google,United Kingdom,4.7,1.6,4.5,3.5,5
Other,53,No,Female,Right,From another page on the test website,United States,2.9,3.5,4.6,4.2,4.2
Other,53,Yes,Female,Right,From another page on the test website,United States,4.5,2,4.8,3.9,4.1
Other,53,Yes,Male,Left,From another page on the test website,United States,3.3,2.2,3.7,3.5,3.5
Other,53,Yes,Male,Right,From another page on the test website,United States,2.8,2.7,3.2,3.1,3.8
Mixed Race,54,Yes,Female,Right,From another page on the test website,United States,3.2,3.7,4.1,2.7,4.5
Mixed Race,54,No,Male,Right,From another page on the test website,United States,3.6,1.5,3.3,3.7,4.5
Mixed Race,54,Yes,Male,Right,From another page on the test website,United States,1.4,3,1.2,4.5,3.8
Caucasian (European),54,Yes,Female,Right,Other source,United Kingdom,4.6,1.7,5,3.4,4.3
Caucasian (European),54,Yes,Female,Right,Other source,United States,4,2.8,4.9,4.5,2.6
Caucasian (European),54,Yes,Female,Right,Other source,United States,2.8,2,4.5,3.5,3.7
Caucasian (European),54,Yes,Female,Right,Other source,United States,1.3,4.6,3.9,1.7,3.6
Caucasian (European),54,No,Male,Right,Other source,South Africa,2.9,2.3,4.5,3.7,3.4
Caucasian (European),54,No,Female,Right,From Facebook,Sweden,4.1,2.8,3.7,2.9,4.3
Caucasian (European),54,No,Female,Right,From Google,Netherlands,4.4,1.4,4.8,4,4
Caucasian (European),54,Yes,Female,Right,From Google,Sweden,4.2,3.1,4.5,4,4.5
Caucasian (European),54,Yes,Female,Right,From Google,United States,4.9,3.4,4.4,3.3,4.4
Caucasian (European),54,Yes,Female,Right,From Google,United States,4.1,2.6,4.8,3.5,4.4
Caucasian (European),54,Yes,Female,Right,From Google,United States,2.1,3.9,4.8,4.9,4
Caucasian (European),54,Yes,Female,Right,From Google,United States,2.3,2.5,3.9,2.7,5
Caucasian (European),54,Yes,Female,Right,From Google,United States,3.9,2,4.6,3.3,4.5
Caucasian (European),54,Yes,Female,Right,From Google,United States,3.4,2,4.1,3.9,3.5
Caucasian (European),54,Yes,Male,Left,From Google,Philippines,4.5,1.1,3.9,4.6,5
Caucasian (European),54,Yes,Male,Left,From Google,United States,3.3,1.1,2.5,3.7,4.9
Caucasian (European),54,Yes,Male,Right,From Google,Australia,3,1.4,4,3.9,4.5
Caucasian (European),54,Yes,Male,Right,From Google,United States,3.1,1.5,4.1,4.4,4.2
Caucasian (European),54,Yes,Male,Right,From Google,United States,1.4,3,1.9,3.9,3.3
Caucasian (European),54,Yes,Male,Right,From Google,United States,3.2,2.9,3.5,2.7,3.2
Caucasian (European),54,Yes,Male,Right,From Google,United States,3.7,3.1,2.6,3,4.3
Caucasian (European),54,Yes,Female,Left,From another page on the test website,United Kingdom,3.2,3,3.6,4,3.8
Caucasian (European),54,Yes,Female,Left,From another page on the test website,United States,3.9,3,3.8,3.1,3.8
Caucasian (European),54,Yes,Female,Left,From another page on the test website,United States,2.5,4,2.2,4.9,2.9
Caucasian (European),54,Yes,Female,Left,From another page on the test website,United States,4.1,2.1,3.8,3.4,4.8
Caucasian (European),54,Yes,Female,Left,From another page on the test website,United States,3,4.5,4.8,4.7,3.2
Caucasian (European),54,No,Female,Right,From another page on the test website,Australia,3.8,2.6,4.1,3.9,4.1
Caucasian (European),54,No,Female,Right,From another page on the test website,Australia,3.7,4.4,4.2,2.7,4
Caucasian (European),54,No,Female,Right,From another page on the test website,Serbia,4.5,1.8,4.8,4.1,5
Caucasian (European),54,No,Female,Right,From another page on the test website,Sweden,2.5,3.8,3.2,3,2.7
Caucasian (European),54,Yes,Female,Right,From another page on the test website,Australia,4.3,1.3,3.5,2.8,4.1
Caucasian (European),54,Yes,Female,Right,From another page on the test website,Canada,2.6,1.6,3.7,4.2,4
Caucasian (European),54,Yes,Female,Right,From another page on the test website,Canada,1.6,1.4,4.1,4.3,3.8
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United Kingdom,5,3.1,4,1.2,4.4
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United Kingdom,4.8,2.3,5,3.4,3.4
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United Kingdom,4.5,1.6,4.9,4.6,3.6
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United Kingdom,3.1,2.7,4,3.9,3.7
Caucasian (European),54,Yes,Female,Right,From another page on the test website,Norway,3.4,2.2,5,4.6,3.7
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United States,2.5,2,3.7,4.8,4.6
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United States,3.8,2.4,3.8,2.2,4.8
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United States,4.5,2.7,4.7,4.6,5
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United States,4,1.6,4.7,3.5,4.8
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United States,1.8,2.7,3.3,4.3,4.5
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United States,2.1,5,4.7,3.1,3
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United States,2.6,4.5,4.2,2,3.2
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United States,4.1,1.4,4.8,4.5,4.7
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United States,3.7,2.8,4.3,2.9,4.3
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United States,2.8,1.6,3.6,4.5,4.4
Caucasian (European),54,Yes,Female,Right,From another page on the test website,United States,3.3,3.1,4.2,3.7,4.8
Caucasian (European),54,Yes,Female,Right,From another page on the test website,South Africa,2,2.8,4.1,3.3,4.1
Caucasian (European),54,Yes,Male,Left,From another page on the test website,United States,3.3,2.7,4.1,3,3.8
Caucasian (European),54,No,Male,Right,From another page on the test website,Australia,4.6,1.8,4.6,4.6,4.6
Caucasian (European),54,No,Male,Right,From another page on the test website,Denmark,3.8,2.3,3.8,3.6,4.3
Caucasian (European),54,Yes,Male,Right,From another page on the test website,Australia,1.4,3.8,3.6,2.2,3.3
Caucasian (European),54,Yes,Male,Right,From another page on the test website,Canada,3.2,1.7,4.8,4.8,4.8
Caucasian (European),54,Yes,Male,Right,From another page on the test website,Europe,1.5,3.1,3.4,3.7,4.2
Caucasian (European),54,Yes,Male,Right,From another page on the test website,United Kingdom,4.3,2.7,4,3.5,4.5
Caucasian (European),54,Yes,Male,Right,From another page on the test website,Ukraine,4.7,3.5,4.2,4.5,5
Caucasian (European),54,Yes,Male,Right,From another page on the test website,United States,2.5,2,4.1,4,4.2
Caucasian (European),54,Yes,Male,Right,From another page on the test website,United States,3,2.2,3.9,3.7,3.8
Caucasian (European),54,Yes,Male,Right,From another page on the test website,United States,3.4,2.1,4.4,3,4.1
Caucasian (European),54,Yes,Male,Right,From another page on the test website,United States,2.2,2.1,1.3,2.9,3.8
Caucasian (European),54,Yes,Male,Right,From another page on the test website,United States,3.7,3.3,4.3,4,4.2
Caucasian (European),54,Yes,Male,Right,From another page on the test website,United States,2.9,2.1,4.1,3.8,4.1
Caucasian (European),54,Yes,Male,Right,From another page on the test website,United States,3.5,1.9,3.7,3.9,4
Caucasian (Indian),54,No,Male,Right,From another page on the test website,India,3.3,2.4,3.9,4.2,3.9
Caucasian (Middle East),54,No,Male,Right,From Google,United States,3.6,2.4,4.4,3.9,3.9
Caucasian (Middle East),54,Yes,Female,Right,From another page on the test website,United States,3.6,4.3,4.8,3.5,4
"Caucasian (North African, Other)",54,Yes,Female,Right,Other source,United States,2.7,1.4,4.6,3.6,3.9
"Caucasian (North African, Other)",54,Yes,Female,Right,"From any url with "".edu"" in its domain name",United States,1.8,4.5,4.1,3.8,3.1
"Caucasian (North African, Other)",54,Yes,Female,Right,"From any url with "".edu"" in its domain name",United States,2,5,4.4,3.6,2.9
"Caucasian (North African, Other)",54,Yes,Female,Right,From another page on the test website,Canada,3.8,3.7,4.8,4.3,4.5
Native American,54,Yes,Male,Right,From another page on the test website,United States,2.3,5,3.2,3.6,2.3
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",54,Yes,Male,Right,From Google,United States,2.8,2.8,2.7,4.5,4.2
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",54,No,Male,Right,From another page on the test website,United States,3.7,2.5,3.6,3.2,4.4
"West African, Bushmen, Ethiopian",54,Yes,Male,Right,"From any url with "".edu"" in its domain name",United States,4,3.1,4.4,4.2,3.5
Other,54,Yes,Female,Right,Other source,Bermuda,3.8,2.1,4.4,3.3,3.9
Other,54,Yes,Female,Right,Other source,United States,4.2,1.2,5,4.7,3.4
Other,54,Yes,Male,Right,Other source,United States,2.4,3,3.8,4.2,5
Other,54,No,Female,Right,From Google,Norway,3.8,2.9,3.6,3,3.7
Other,54,Yes,Female,Both,From another page on the test website,United States,3.2,3,4.2,3.3,3.4
Other,54,No,Female,Right,From another page on the test website,United States,2.5,2.9,3.5,3,2.8
Other,54,Yes,Female,Right,From another page on the test website,United States,3.4,2.8,3.4,4.2,4
Other,54,Yes,Female,Right,From another page on the test website,United States,2.2,4.9,2.2,4.4,3
Other,54,Yes,Female,Right,From another page on the test website,United States,3.3,2.2,4.3,3.9,3.5
Other,54,Yes,Male,Right,From another page on the test website,Australia,3.2,3.3,4.1,2.8,2.8
Mixed Race,55,Yes,Female,Right,From Google,United States,3.2,2.5,4.1,2.9,4.8
Mixed Race,55,Yes,Male,Right,From Google,United States,2,3.2,4.4,3.7,4.5
Mixed Race,55,Yes,Female,Right,From another page on the test website,United States,3.9,3.5,5,3.6,3.5
Mixed Race,55,Yes,Female,Right,From another page on the test website,United States,4.5,2.8,2.7,3.5,3.3
Mixed Race,55,Yes,Male,Left,From another page on the test website,United States,3.5,2.4,3.8,4.2,3.1
Caucasian (European),55,Yes,Female,Left,Other source,United States,3.3,2,5,4.4,3.6
Caucasian (European),55,Yes,Female,Right,Other source,Canada,3.6,1.8,4,4.1,4
Caucasian (European),55,Yes,Female,Right,Other source,United States,3.4,2.3,5,4.2,4.1
Caucasian (European),55,Yes,Female,Right,Other source,United States,4.5,1.7,5,3.9,4.4
Caucasian (European),55,Yes,Female,Right,Other source,United States,3.1,2.8,4.7,1.6,5
Caucasian (European),55,Yes,Female,Right,Other source,South Africa,3.5,2,4.6,4.5,4.7
Caucasian (European),55,Yes,Male,Both,Other source,United Kingdom,2.1,3.7,4.3,3.4,4.1
Caucasian (European),55,Yes,Female,Both,From Google,Australia,2.9,3.1,4.2,3.2,4.6
Caucasian (European),55,Yes,Female,Left,From Google,Canada,4.2,1.6,4.4,3.4,3.7
Caucasian (European),55,Yes,Female,Right,From Google,Australia,4.2,2.2,4.7,3.7,4.9
Caucasian (European),55,Yes,Female,Right,From Google,Canada,4.4,2.1,3.3,4,4.6
Caucasian (European),55,Yes,Female,Right,From Google,United Kingdom,1.7,3.6,4.3,3.1,3.5
Caucasian (European),55,Yes,Female,Right,From Google,United Kingdom,2.5,4.3,4.1,2.3,4.2
Caucasian (European),55,Yes,Female,Right,From Google,United States,4.1,1.4,5,4.6,3.8
Caucasian (European),55,Yes,Female,Right,From Google,United States,4.3,4.4,4.2,4.1,4.1
Caucasian (European),55,Yes,Female,Right,From Google,United States,4.7,2.3,4.6,4,4.2
Caucasian (European),55,Yes,Female,Right,From Google,United States,2.8,3.1,4.6,4,3
Caucasian (European),55,Yes,Female,Right,From Google,United States,4.3,3,4.7,4,4.3
Caucasian (European),55,Yes,Female,Right,From Google,United States,2.9,3.3,3.9,4.1,3.9
Caucasian (European),55,Yes,Female,Right,From Google,United States,4.5,1.2,4.6,3.8,5
Caucasian (European),55,Yes,Male,Right,From Google,Australia,2.7,2.8,4.3,3.7,4.9
Caucasian (European),55,Yes,Female,Left,From another page on the test website,United Kingdom,2.6,3.5,4.3,3.8,4.3
Caucasian (European),55,Yes,Female,Left,From another page on the test website,New Zealand,3.3,2.6,4.2,3.5,3.6
Caucasian (European),55,Yes,Female,Left,From another page on the test website,United States,3,1.8,4.3,4.4,4.3
Caucasian (European),55,Yes,Female,Left,From another page on the test website,United States,3.3,3.6,4.2,2.7,4.7
Caucasian (European),55,Yes,Female,Left,From another page on the test website,United States,3.9,1.6,4.6,3.9,4.4
Caucasian (European),55,No,Female,Right,From another page on the test website,Canada,4,1.3,4.9,4.9,4.4
Caucasian (European),55,Yes,Female,Right,From another page on the test website,Australia,3.8,1.9,5,4.3,4.4
Caucasian (European),55,Yes,Female,Right,From another page on the test website,Australia,3.6,1.8,4.2,4,4.7
Caucasian (European),55,Yes,Female,Right,From another page on the test website,Australia,3,1.9,4.8,4.6,3.5
Caucasian (European),55,Yes,Female,Right,From another page on the test website,Canada,3.5,1.7,4.8,4.9,4.2
Caucasian (European),55,Yes,Female,Right,From another page on the test website,Canada,3.4,2.5,4.5,3.2,4.7
Caucasian (European),55,Yes,Female,Right,From another page on the test website,Canada,3.1,3.3,4.7,4,4.6
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United Kingdom,3.3,2,5,3.3,3.9
Caucasian (European),55,Yes,Female,Right,From another page on the test website,Netherlands,3.4,2.7,3.7,3.4,5
Caucasian (European),55,Yes,Female,Right,From another page on the test website,New Zealand,4.6,2.2,4.6,3.4,4.5
Caucasian (European),55,Yes,Female,Right,From another page on the test website,New Zealand,4.7,2.1,4.9,3.7,4.5
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,4,3.1,3.9,3.8,3.4
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,3.7,2.6,4.5,3.8,4.4
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,1.7,1.8,3.2,4.4,3.1
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,4.7,2.5,4.2,4,3.5
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,4.1,2.3,4.4,4.3,4.1
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,3.9,3.1,3.9,4,4.2
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,1.8,2.9,3.1,4.3,2.7
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,2,4.9,3.5,4.4,4.9
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,1.1,4,4,3.4,3.2
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,2.6,3.1,5,3.5,4
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,4.1,1.6,4.5,3,3.7
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,4.7,4.2,4.9,2.5,5
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,2.9,2,4.6,2.7,3.9
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,1.5,4.3,4.7,3.1,4.1
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,2.2,1.8,4.7,4.2,4.1
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,2.6,2.4,4.1,3.5,4.5
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,3.2,3.3,4.7,4.3,3.1
Caucasian (European),55,Yes,Female,Right,From another page on the test website,United States,3.3,2,3.9,3.4,3.9
Caucasian (European),55,Yes,Male,Both,From another page on the test website,United States,3,1.6,4.2,4.3,4.7
Caucasian (European),55,Yes,Male,Left,From another page on the test website,United Kingdom,3.7,2.1,3,2.4,4.2
Caucasian (European),55,Yes,Male,Left,From another page on the test website,United States,4,3.5,4.9,3.2,4.6
Caucasian (European),55,Yes,Male,Left,From another page on the test website,United States,2.6,2.4,4,3.8,4.5
Caucasian (European),55,No,Male,Right,From another page on the test website,Belgium,3.4,1.5,4.6,4.2,4.4
Caucasian (European),55,No,Male,Right,From another page on the test website,Italy,2.1,2.9,3.5,3.6,3
Caucasian (European),55,No,Male,Right,From another page on the test website,South Africa,3.6,4.2,1.4,4.2,3.2
Caucasian (European),55,Yes,Male,Right,From another page on the test website,United Kingdom,2.6,4.6,4,2.8,3.7
Caucasian (European),55,Yes,Male,Right,From another page on the test website,United States,3.4,4.3,4,4.2,4.5
Caucasian (European),55,Yes,Male,Right,From another page on the test website,United States,3.6,3.3,4.4,3.2,4.4
Caucasian (European),55,Yes,Male,Right,From another page on the test website,United States,2.2,2.5,4.1,3.8,3.5
Caucasian (European),55,Yes,Male,Right,From another page on the test website,United States,4.1,3,2.5,3.4,4.2
Caucasian (European),55,Yes,Male,Right,From another page on the test website,United States,3,1.9,3.9,4.1,3.3
Caucasian (European),55,Yes,Male,Right,From another page on the test website,United States,1.8,3.1,4.7,4,4.7
Caucasian (European),55,Yes,Male,Right,From another page on the test website,United States,4.7,2.5,4.5,4.2,4.5
Caucasian (European),55,Yes,Male,Right,From another page on the test website,United States,4.9,1.2,4.8,2.9,4.6
Caucasian (Indian),55,No,Male,Right,From another page on the test website,India,3,1.8,3.9,4.8,4
"Caucasian (North African, Other)",55,Yes,Female,Right,From Facebook,United States,3.7,2.3,4.4,4.4,3.4
"Caucasian (North African, Other)",55,Yes,Female,Right,From Google,United States,4.5,2.1,4.4,3.3,4.6
Indigenous Australian,55,Yes,Male,Left,Other source,United States,3,1.8,2.6,2.6,2.2
"North East Asian (Mongol, Tibetan, Korean Japanese, etc.)",55,Yes,Female,Right,From Google,United States,2.5,1.8,3.5,3,3.9
Other,55,Yes,Female,Right,Other source,United Kingdom,3.1,2,4.3,3.2,4.2
Other,55,Yes,Female,Right,Other source,United States,3.2,4.2,4.8,4.5,3
Other,55,Yes,Male,Right,Other source,United States,2.7,3.1,4.1,4.3,3.7
Other,55,Yes,Female,Right,From Google,United States,3.8,2.7,4.7,3.2,3.4
Other,55,Yes,Female,Both,From another page on the test website,United States,3.8,2.4,4.1,3.7,3.7
Other,55,Yes,Female,Right,From another page on the test website,United States,2.4,4.3,3.1,4,2.9
Other,55,Yes,Male,Both,From another page on the test website,United States,4.8,1.9,5,4.7,4.8
Other,55,No,Male,Right,From another page on the test website,India,4.5,1.7,5,4.6,4
Other,55,No,Male,Right,From another page on the test website,India,3.4,3.5,4.8,4.4,4.2
Other,55,No,Male,Right,From another page on the test website,Kenya,3,3.4,4.3,4.1,3.2
Other,55,No,Male,Right,From another page on the test website,Pakistan,3.7,2,4.1,4.7,3.2
Other,55,Yes,Male,Right,From another page on the test website,United States,5,1.2,4.6,4.9,4.3
Mixed Race,56,Yes,Female,Right,Other source,United States,3.4,3.4,4.8,3.2,3.5
Mixed Race,56,Yes,Male,Right,Other source,United States,2.4,3.9,3.8,2.8,4.3
Mixed Race,56,Yes,Female,Right,From Google,United States,2.8,2.6,4.9,3.6,4.7
Mixed Race,56,Yes,Female,Right,From another page on the test website,United Kingdom,1.6,3.9,3,5,4.7
Caucasian (European),56,Yes,Female,Right,Other source,United States,4.6,1.9,4.8,3.4,4.5
Caucasian (European),56,Yes,Male,Right,Other source,Australia,4.8,1,4.9,5,4.2
Caucasian (European),56,Yes,Male,Right,Other source,United Kingdom,3.6,2.8,4.7,3.8,4.7
Caucasian (European),56,Yes,Female,Right,"From any url with "".edu"" in its domain name",United States,4.8,1.5,4.5,3.6,4.3
Caucasian (European),56,No,Female,Right,From Google,Australia,3.8,1.3,4.7,4,3.8
Caucasian (European),56,Yes,Female,Right,From Google,Australia,4.7,2.2,4.9,3.3,5
Caucasian (European),56,Yes,Female,Right,From Google,United States,3.5,2.2,4.3,4,4.8
Caucasian (European),56,Yes,Female,Right,From Google,United States,3.7,1.7,4.6,2.7,3.6
Caucasian (European),56,Yes,Male,Left,From Google,United States,3.1,4,4.7,3.7,4.6
Caucasian (European),56,Yes,Male,Right,From Google,United States,4,2.7,4.9,3.3,4.6
Caucasian (European),56,Yes,Male,Right,From Google,United States,2.4,2.3,5,4.7,5
Caucasian (European),56,Yes,Female,Left,From another page on the test website,United Kingdom,3.5,3.1,4.6,3.7,3.9
Caucasian (European),56,Yes,Female,Left,From another page on the test website,United States,3.2,2.8,5,2.8,4.7
Caucasian (European),56,Yes,Female,Left,From another page on the test website,United States,4.3,1.2,4.9,3.8,3.5
Caucasian (European),56,No,Female,Right,From another page on the test website,Canada,3.5,3.4,3.9,4.8,3.2
Caucasian (European),56,No,Female,Right,From another page on the test website,Finland,4,3,4.3,3.2,4.8
Caucasian (European),56,Yes,Female,Right,From another page on the test website,Australia,3.8,2,3.7,2.9,4
Caucasian (European),56,Yes,Female,Right,From another page on the test website,Australia,1.7,3.1,4,4.7,4
Caucasian (European),56,Yes,Female,Right,From another page on the test website,Australia,3.4,4.3,4,3.6,4.7
Caucasian (European),56,Yes,Female,Right,From another page on the test website,Canada,2.8,3.2,3.9,3.2,4.4
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United Kingdom,2.7,3.9,4.5,3,4.4
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United Kingdom,4.5,2.5,4.4,3.6,3.5
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United Kingdom,2.3,3.3,3.9,3,3.8
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United States,4.5,3.2,4.1,4,4.1
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United States,3.9,2.1,4.8,4.1,4.3
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United States,1.8,2.9,4,3.8,3
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United States,2.3,3.5,4.3,4,4.2
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United States,4,1.6,4.4,3.7,4
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United States,4.8,2.8,5,3.8,4.8
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United States,2.4,3,4,4.2,3.8
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United States,3.2,2.6,3.9,3.4,3.9
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United States,3.4,3.1,4.6,2.7,2.5
Caucasian (European),56,Yes,Female,Right,From another page on the test website,United States,3,3,3.7,3.4,3.1
Caucasian (European),56,Yes,Male,Left,From another page on the test website,Germany,2.6,2.3,3.2,4,3.3
Caucasian (European),56,No,Male,Right,From another page on the test website,Slovenia,1.6,4.3,4.3,3.2,3.9
Caucasian (European),56,No,Male,Right,From another page on the test website,United States,3,2.6,2.4,4.2,4.1
Caucasian (European),56,Yes,Male,Right,From another page on the test website,Canada,3.3,3.3,4.6,4.1,4.6
Caucasian (European),56,Yes,Male,Right,From another page on the test website,United Kingdom,4.3,1.8,4.5,3.7,3.4
Caucasian (European),56,Yes,Male,Right,From another page on the test website,United Kingdom,3.4,4.3,3.4,3,2.6
Caucasian (European),56,Yes,Male,Right,From another page on the test website,United Kingdom,3.9,3.3,4.6,4.6,3.7
Caucasian (European),56,Yes,Male,Right,From another page on the test website,United States,2,2.8,3.9,3.7,4.8
Caucasian (European),56,Yes,Male,Right,From another page on the test website,United States,3.2,1.9,3.7,5,4.2
Caucasian (European),56,Yes,Male,Right,From another page on the test website,United States,2.8,3.1,4,3.2,3.5
Caucasian (European),56,Yes,Male,Right,From another page on the test website,United States,3,2.4,3.7,4.7,3.3
Caucasian (European),56,Yes,Male,Right,From another page on the test website,United States,3.6,1.6,4.6,3.7,4
Caucasian (Middle East),56,No,Male,Right,From another page on the test website,"Iran, Islamic Republic of",3.2,3.4,3.2,2.9,2.8
"Caucasian (North African, Other)",56,Yes,Female,Right,Other source,United States,3.9,1.7,4.2,4.2,4.3
"Caucasian (North African, Other)",56,Yes,Female,Left,From another page on the test website,Canada,3.1,3,3.1,3.7,4.5
"Caucasian (North African, Other)",56,Yes,Male,Right,From another page on the test website,United States,2.8,1.4,3.9,4,4.5
Indigenous Australian,56,Yes,Female,Right,From another page on the test website,Australia,3.1,2.9,4.5,3.6,4.5
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",56,No,Female,Right,From another page on the test website,United States,2.7,3.1,4.2,4.2,4.1
"South East Asian (Chinese, Thai, Malay, Filipino, etc.)",56,Yes,Female,Right,From another page on the test website,Canada,3.9,3.5,4.3,2.8,4.1
"West African, Bushmen, Ethiopian",56,Yes,Female,Right,Other source,United States,2.5,2.5,4.6,3.3,3.9
"West African, Bushmen, Ethiopian",56,No,Male,Right,From Google,United States,4,1.9,3.9,4.4,4.4
Other,56,Yes,Female,Right,From Google,United States,3.6,2.6,3.7,5,4.1
Other,56,No,Female,Right,From another page on the test website,United Arab Emirates,3.2,2.8,4.2,3.7,4.6
Other,56,No,Female,Right,From another page on the test website,Canada,2.7,3.3,3.1,3.1,2.8
Other,56,Yes,Female,Right,From another page on the test website,United States,3.8,1.8,4.8,3.7,4.1
Other,56,Yes,Female,Right,From another page on the test website,United States,2.2,3,3.8,3.7,3
Other,56,Yes,Male,Right,From another page on the test website,New Zealand,2.6,3,3.3,4.2,4.2
Other,56,Yes,Male,Right,From another page on the test website,United States,2,3.4,3.3,3.6,3.2
Mixed Race,57,No,Female,Both,From Google,United States,4.2,1.1,4.7,5,4.9
Mixed Race,57,Yes,Female,Right,From Google,United States,2.6,2.7,3.5,3.2,4.2
Mixed Race,57,Yes,Female,Right,From another page on the test website,Canada,1.8,2.9,4.6,3.9,3.5
Mixed Race,57,Yes,Female,Right,From another page on the test website,United States,3.4,1.6,4.8,4,4.4
Mixed Race,57,Yes,Male,Right,From another page on the test website,United Kingdom,4.7,1.3,4.2,3.8,4.6
Caucasian (European),57,Yes,Female,Right,Other source,Australia,3.4,2.4,4.7,3.8,5
Caucasian (European),57,Yes,Female,Right,Other source,Canada,2.7,1.9,3.9,4.2,3.5
Caucasian (European),57,Yes,Female,Right,Other source,United States,2.2,3.9,3.9,2.1,3.9
Caucasian (European),57,Yes,Female,Right,Other source,United States,4.7,4.3,4.3,2,4.7
Caucasian (European),57,Yes,Female,Right,Other source,United States,2.3,1.4,4.5,4.1,4.2
Caucasian (European),57,Yes,Female,Right,Other source,United States,2.5,1.3,4.1,4.9,4.1
Caucasian (European),57,Yes,Female,Right,Other source,United States,2.4,3,4,3.6,4.4
Caucasian (European),57,Yes,Female,Right,Other source,United States,4.1,2.1,4.2,2.8,4.3
